target_name	acc	target_len	query_name	acc_2	query_len	full_evalue	full_score	full_bias	dom_num	of	dom_c-Evalue	dom_i-Evalue	dom_score	dom_bias	hmm_from	hmm_to	ali_from	ali_to	env_from	env_to	acc3	file
DUF1492	PF07374.11	100	OBNOJNBC_00039	-	130	7.200000000000001e-06	26.1	0.0	1	1	1e-09	9.2e-06	25.8	0.0	54	99	63	107	34	108	0.86	CP022390_448758-449693.tsv
Minor_tail_Z	PF06763.11	190	OBNOJNBC_00041	-	300	0.003	17.4	0.3	1	2	5.5e-07	0.0099	15.7	0.1	16	97	61	144	49	154	0.8	CP022390_448758-449693.tsv
Phage_Nu1	PF07471.12	164	OBNOJNBC_00042	-	163	5.599999999999998e-16	58.7	0.5	1	2	0.84	3000.0	-2.2	0.1	2	28	7	33	6	42	0.78	CP022390_448758-449693.tsv
Terminase_GpA	PF05876.12	558	OBNOJNBC_00043	-	685	7.699999999999995e-150	500.1	0.1	1	1	1.0999999999999993e-153	9.599999999999994e-150	499.8	0.1	2	555	39	618	38	623	0.96	CP022390_448758-449693.tsv
Phage_portal_2	PF05136.13	362	OBNOJNBC_00045	-	502	2.3999999999999996e-94	316.5	0.0	1	1	1.6999999999999994e-98	3.099999999999998e-94	316.1	0.0	2	362	32	374	31	374	0.92	CP022390_448758-449693.tsv
CLP_protease	PF00574.23	182	OBNOJNBC_00046	-	365	7.099999999999999e-29	101.0	0.7	1	1	1.3e-32	1.1999999999999999e-28	100.3	0.7	28	175	32	174	12	179	0.91	CP022390_448758-449693.tsv
HDPD	PF02924.14	116	OBNOJNBC_00047	-	117	9.1e-21	74.1	0.1	1	1	6.600000000000001e-25	1.2e-20	73.7	0.1	3	105	5	110	3	114	0.89	CP022390_448758-449693.tsv
Phage_cap_E	PF03864.15	333	OBNOJNBC_00048	-	332	4.899999999999998e-91	305.4	0.0	1	1	3.299999999999999e-95	5.899999999999997e-91	305.1	0.0	1	331	12	328	12	329	0.98	CP022390_448758-449693.tsv
PHY	PF00360.20	183	OBNOJNBC_00050	-	139	0.093	12.0	0.0	1	1	5.9e-06	0.11	11.9	0.0	17	80	21	84	9	108	0.77	CP022390_448758-449693.tsv
Phage_TAC_4	PF08748.11	128	OBNOJNBC_00053	-	136	1.9e-05	25.0	0.0	1	1	6.7e-09	0.00012	22.4	0.0	6	128	3	136	1	136	0.71	CP022390_448758-449693.tsv
DUF1799	PF08809.11	80	OBNOJNBC_00054	-	100	1.2e-11	44.6	0.0	1	1	7.9e-16	1.4e-11	44.4	0.0	11	78	22	96	14	98	0.92	CP022390_448758-449693.tsv
IspA	PF04279.15	176	IEPADNMJ_00002	-	179	8.6e-71	237.7	24.1	1	1	1.6e-74	9.699999999999997e-71	237.6	24.1	1	175	1	175	1	176	0.99	CP013046_3012890-3013726.tsv
4HBT	PF03061.22	79	IEPADNMJ_00003	-	142	5.8e-19	68.2	0.1	1	1	9.999999999999999e-23	9.1e-19	67.6	0.1	1	74	26	98	26	102	0.96	CP013046_3012890-3013726.tsv
TonB_N	PF16031.5	134	IEPADNMJ_00004	-	247	3.1e-24	86.0	58.1	1	1	9.799999999999999e-28	4.4e-24	85.5	58.1	2	134	37	166	36	166	0.94	CP013046_3012890-3013726.tsv
QueH	PF02677.14	175	IEPADNMJ_00005	-	217	9.999999999999997e-64	214.6	0.7	1	1	6.699999999999998e-68	1.1999999999999996e-63	214.4	0.7	1	174	18	192	18	193	0.98	CP013046_3012890-3013726.tsv
YCII	PF03795.14	95	IEPADNMJ_00006	-	98	2.2e-30	104.9	0.0	1	1	2.7e-34	2.4e-30	104.8	0.0	1	95	1	95	1	95	0.99	CP013046_3012890-3013726.tsv
HTH_Tnp_1	PF01527.20	75	IEPADNMJ_00007	-	94	3.7999999999999996e-16	59.2	0.2	1	1	6.400000000000001e-19	5e-16	58.8	0.2	5	74	4	72	1	73	0.96	CP013046_3012890-3013726.tsv
rve	PF00665.26	119	IEPADNMJ_00008	-	269	4.2e-30	104.4	0.1	1	1	2.2e-33	6.7e-30	103.7	0.1	3	118	109	222	107	222	0.98	CP013046_3012890-3013726.tsv
NES_C_h	PF18208.1	109	IEPADNMJ_00009	-	2118	1.3	9.3	4.9	1	3	0.00013000000000000002	2.3	8.5	0.7	10	75	118	185	115	203	0.84	CP013046_3012890-3013726.tsv
HTH_Tnp_1	PF01527.20	75	IEPADNMJ_00012	-	88	5.0000000000000005e-22	78.0	0.4	1	2	4.8e-25	8.599999999999999e-22	77.3	0.2	3	75	2	71	1	71	0.97	CP013046_3012890-3013726.tsv
rve_3	PF13683.6	67	IEPADNMJ_00013	-	254	2.3e-27	94.6	0.3	1	2	1.4	5200.0	-2.7	0.2	44	59	40	55	23	56	0.64	CP013046_3012890-3013726.tsv
DNA_pol_A	PF00476.20	376	IEPADNMJ_00014	-	590	4.8e-09	35.8	0.0	1	1	9.3e-13	8.3e-09	35.0	0.0	80	220	260	451	231	486	0.79	CP013046_3012890-3013726.tsv
DNA_pol_A	PF00476.20	376	IEPADNMJ_00015	-	99	0.021	13.9	0.0	1	1	1.2e-06	0.021	13.9	0.0	299	347	26	68	9	94	0.76	CP013046_3012890-3013726.tsv
FAD_binding_1	PF00667.20	222	IEPADNMJ_00017	-	58	0.06	12.9	0.0	1	1	3.4e-06	0.061	12.9	0.0	37	81	11	55	2	58	0.89	CP013046_3012890-3013726.tsv
VRR_NUC	PF08774.11	108	IEPADNMJ_00018	-	89	8.4e-05	22.6	0.0	1	1	4.8e-09	8.6e-05	22.6	0.0	53	107	32	83	7	84	0.9	CP013046_3012890-3013726.tsv
BstA	-	285	IEPADNMJ_00019	-	308	3.4999999999999997e-104	347.8	0.0	1	1	4.799999999999997e-108	4.2999999999999995e-104	347.5	0.0	3	283	14	298	13	300	0.95	CP013046_3012890-3013726.tsv
SNF2_N	PF00176.23	350	IEPADNMJ_00020	-	432	6.9e-11	41.5	0.0	1	1	1.1e-14	9.8e-11	40.9	0.0	66	303	1	236	1	265	0.73	CP013046_3012890-3013726.tsv
HTH_Tnp_1_2	PF13022.6	123	IEPADNMJ_00021	-	67	0.0066	16.6	0.1	1	1	4.9e-07	0.0088	16.2	0.1	30	50	10	30	6	33	0.87	CP013046_3012890-3013726.tsv
Phage_integrase	PF00589.22	172	IEPADNMJ_00022	-	393	3.6e-21	75.7	0.1	1	2	0.27	1200.0	-0.9	0.0	74	123	66	115	36	133	0.78	CP013046_3012890-3013726.tsv
LysR_substrate	PF03466.20	209	IEPADNMJ_00023	-	281	7.299999999999998e-22	77.8	10.6	1	1	2.4e-25	1.1e-21	77.2	10.6	3	206	90	278	88	281	0.95	CP013046_3012890-3013726.tsv
EamA	PF00892.20	137	IEPADNMJ_00024	-	314	2.3e-18	66.7	37.9	1	2	1e-13	9e-10	38.9	12.0	8	135	24	149	15	151	0.94	CP013046_3012890-3013726.tsv
Peripla_BP_4	PF13407.6	258	IEPADNMJ_00025	-	333	6.6e-22	78.3	0.0	1	1	2.3e-25	1e-21	77.7	0.0	1	203	69	265	69	285	0.93	CP013046_3012890-3013726.tsv
Lyx_isomer	PF07385.12	223	IEPADNMJ_00026	-	184	2.5e-05	23.6	0.0	1	1	6.800000000000001e-09	4.1e-05	23.0	0.0	53	208	31	182	15	184	0.8	CP013046_3012890-3013726.tsv
ADH_N	PF08240.12	109	IEPADNMJ_00027	-	344	5.9e-25	87.3	0.0	1	1	5.200000000000001e-28	1.3e-24	86.1	0.0	1	108	25	135	25	136	0.96	CP013046_3012890-3013726.tsv
FGGY_N	PF00370.21	245	IEPADNMJ_00028	-	505	1.2999999999999994e-67	227.9	0.0	1	1	2.8999999999999995e-71	1.699999999999999e-67	227.6	0.0	1	245	3	252	3	252	0.98	CP013046_3012890-3013726.tsv
ABC_tran	PF00005.27	137	IEPADNMJ_00029	-	501	1.1e-50	171.7	0.0	1	2	3.7e-29	4.7000000000000005e-26	91.9	0.0	1	137	29	179	29	179	0.96	CP013046_3012890-3013726.tsv
BPD_transp_2	PF02653.16	268	IEPADNMJ_00030	-	345	1.1e-52	178.8	41.2	1	2	0.25	1500.0	-1.9	0.1	58	72	26	40	7	50	0.57	CP013046_3012890-3013726.tsv
Peripla_BP_4	PF13407.6	258	IEPADNMJ_00031	-	335	2.5e-42	145.2	12.0	1	1	1.1e-45	3.2999999999999996e-42	144.8	12.0	1	257	28	289	28	290	0.94	CP013046_3012890-3013726.tsv
TetR_C_28	PF17937.1	96	IEPADNMJ_00032	-	187	2.6e-17	63.0	5.5	1	2	0.3	1300.0	-0.1	0.0	33	55	58	80	52	85	0.7	CP013046_3012890-3013726.tsv
MFS_1	PF07690.16	353	IEPADNMJ_00033	-	490	4.6999999999999995e-49	167.2	42.5	1	2	1.2999999999999998e-52	4.6999999999999995e-49	167.2	42.5	2	352	14	404	13	405	0.91	CP013046_3012890-3013726.tsv
Ferritin	PF00210.24	142	IEPADNMJ_00034	-	163	4.899999999999999e-28	97.9	0.9	1	1	1.9e-31	5.6e-28	97.7	0.9	2	138	24	163	23	163	0.95	CP013046_3012890-3013726.tsv
PLDc_2	PF13091.6	133	IEPADNMJ_00035	-	486	3.3999999999999998e-37	127.3	0.0	1	2	7.999999999999999e-15	4.8e-11	42.7	0.0	1	101	134	242	134	267	0.76	CP013046_3012890-3013726.tsv
DUF440	PF04269.12	101	IEPADNMJ_00036	-	107	1.3e-45	153.8	0.2	1	1	8.299999999999999e-50	1.4999999999999994e-45	153.6	0.2	1	101	6	107	6	107	0.97	CP013046_3012890-3013726.tsv
ABC_tran	PF00005.27	137	IEPADNMJ_00037	-	333	4.1e-31	108.3	0.0	1	1	6.1e-34	5.799999999999999e-31	107.8	0.0	2	136	40	191	39	192	0.93	CP013046_3012890-3013726.tsv
oligo_HPY	PF08352.12	65	IEPADNMJ_00038	-	130	4.5e-22	78.3	0.1	1	1	3.4e-26	6.100000000000001e-22	77.9	0.1	1	65	41	105	41	105	0.99	CP013046_3012890-3013726.tsv
Rep_1	PF01446.17	250	AHDBMEGP_00001	-	86	6.1e-16	58.7	0.0	1	1	3.7e-20	6.6e-16	58.5	0.0	165	249	3	82	1	83	0.91	CP016484_1418-2182.tsv
FAM216B	PF15107.6	111	AHDBMEGP_00002	-	113	0.093	12.6	0.0	1	1	8.900000000000001e-06	0.16	11.8	0.0	9	42	13	48	6	65	0.81	CP016484_1418-2182.tsv
BstA	-	285	AHDBMEGP_00003	-	323	1e-28	100.2	0.1	1	1	3.5e-32	1.6e-28	99.6	0.1	11	274	5	273	1	280	0.81	CP016484_1418-2182.tsv
PSK_trans_fac	PF07704.11	82	AHDBMEGP_00004	-	161	0.0027	18.4	0.1	1	1	3.1e-07	0.0056	17.4	0.1	16	62	20	74	16	122	0.81	CP016484_1418-2182.tsv
DUF4145	PF13643.6	88	AHDBMEGP_00005	-	266	0.17	12.0	0.0	1	2	0.29	5200.0	-2.4	0.0	51	63	4	16	2	20	0.78	CP016484_1418-2182.tsv
HPP	PF04982.13	122	NCCJJFJJ_00002	-	406	1.3999999999999998e-34	118.9	21.1	1	2	0.34	1500.0	-0.7	0.0	27	46	25	43	12	51	0.72	CP021109_2323336-2342470.tsv
RelE	PF06296.12	120	NCCJJFJJ_00003	-	88	2.7e-07	30.7	0.0	1	1	1.6e-11	2.9e-07	30.6	0.0	39	98	26	86	8	88	0.85	CP021109_2323336-2342470.tsv
HTH_3	PF01381.22	55	NCCJJFJJ_00004	-	98	2.4e-09	37.1	0.0	1	1	2.4e-12	4.3e-09	36.3	0.0	2	40	40	78	39	92	0.91	CP021109_2323336-2342470.tsv
Aldo_ket_red	PF00248.21	294	NCCJJFJJ_00005	-	267	1e-52	179.2	0.0	1	2	1.1e-45	2e-41	142.1	0.0	3	195	7	184	5	187	0.95	CP021109_2323336-2342470.tsv
MCPsignal	PF00015.21	172	NCCJJFJJ_00006	-	542	2.2e-56	190.4	31.9	1	2	3.7e-05	0.03	14.1	1.4	97	170	240	314	233	326	0.76	CP021109_2323336-2342470.tsv
ApbE	PF02424.15	258	NCCJJFJJ_00008	-	344	3.899999999999998e-80	269.1	0.0	1	1	2.6e-84	4.599999999999998e-80	268.9	0.0	1	258	44	320	44	320	0.91	CP021109_2323336-2342470.tsv
DUF4198	PF10670.9	213	NCCJJFJJ_00009	-	265	5.799999999999997e-66	222.9	0.3	1	1	1.9e-69	6.699999999999998e-66	222.7	0.3	1	213	19	241	19	241	0.97	CP021109_2323336-2342470.tsv
DUF2271	PF10029.9	136	NCCJJFJJ_00010	-	171	2.7e-51	172.8	0.2	1	1	5.2e-55	3.1e-51	172.6	0.2	2	135	23	163	22	164	0.98	CP021109_2323336-2342470.tsv
PepSY_TM_like_2	PF16357.5	197	NCCJJFJJ_00011	-	275	2.9e-82	275.4	0.0	1	1	7.699999999999995e-86	3.4e-82	275.2	0.0	1	197	76	275	76	275	0.98	CP021109_2323336-2342470.tsv
PEP_mutase	PF13714.6	239	NCCJJFJJ_00012	-	292	2.3999999999999996e-53	181.1	2.4	1	1	4.6999999999999987e-57	2.8000000000000003e-53	180.8	2.4	1	237	11	253	11	255	0.91	CP021109_2323336-2342470.tsv
Aldedh	PF00171.22	462	NCCJJFJJ_00013	-	504	1.1999999999999994e-133	446.0	0.1	1	1	7.999999999999995e-138	1.3999999999999992e-133	445.8	0.1	7	459	25	483	19	486	0.97	CP021109_2323336-2342470.tsv
TctC	PF03401.14	274	NCCJJFJJ_00014	-	323	4.099999999999998e-71	239.2	0.0	1	1	2.7e-75	4.799999999999999e-71	239.0	0.0	1	273	47	318	47	319	0.98	CP021109_2323336-2342470.tsv
SGL	PF08450.12	246	NCCJJFJJ_00015	-	309	9.999999999999997e-67	225.1	0.0	1	1	3.8999999999999995e-70	1.1999999999999999e-66	224.9	0.0	1	245	36	293	36	294	0.95	CP021109_2323336-2342470.tsv
adh_short_C2	PF13561.6	234	NCCJJFJJ_00016	-	266	5.0999999999999974e-62	209.5	0.3	1	1	2.3999999999999993e-65	6.3e-62	209.2	0.3	5	234	23	262	16	262	0.91	CP021109_2323336-2342470.tsv
CMD	PF02627.20	85	NCCJJFJJ_00017	-	183	1.8e-05	24.7	0.0	1	1	1.6e-09	2.8000000000000006e-05	24.1	0.0	1	58	42	98	42	119	0.84	CP021109_2323336-2342470.tsv
EthD	PF07110.11	94	NCCJJFJJ_00018	-	184	0.022	15.9	0.1	1	1	5.5e-06	0.05	14.8	0.1	4	53	97	148	94	156	0.75	CP021109_2323336-2342470.tsv
Amidohydro_2	PF04909.14	291	NCCJJFJJ_00019	-	292	1e-37	130.5	2.4	1	1	6.599999999999999e-42	1.2e-37	130.3	2.4	1	291	23	287	23	287	0.94	CP021109_2323336-2342470.tsv
LysR_substrate	PF03466.20	209	NCCJJFJJ_00020	-	299	4.6999999999999995e-33	114.3	8.1	1	2	0.37	3300.0	-2.8	0.0	167	203	30	67	26	71	0.61	CP021109_2323336-2342470.tsv
G_glu_transpept	PF01019.21	512	NCCJJFJJ_00021	-	533	3.4999999999999985e-155	517.7	0.1	1	1	2.1999999999999996e-159	3.999999999999998e-155	517.5	0.1	4	512	40	528	37	528	0.97	CP021109_2323336-2342470.tsv
TctC	PF03401.14	274	NCCJJFJJ_00022	-	354	4.3999999999999996e-67	226.0	0.1	1	1	2.999999999999999e-71	5.4999999999999976e-67	225.7	0.1	2	273	78	349	77	350	0.96	CP021109_2323336-2342470.tsv
LysR_substrate	PF03466.20	209	NCCJJFJJ_00023	-	299	1.6999999999999996e-39	135.4	1.3	1	1	6.6e-43	2.3999999999999995e-39	134.9	1.3	6	207	91	298	86	299	0.96	CP021109_2323336-2342470.tsv
ADC	PF06314.11	236	NCCJJFJJ_00025	-	226	2e-10	40.7	0.1	1	1	2.8e-14	2.5e-10	40.3	0.1	40	138	49	154	13	165	0.89	CP021109_2323336-2342470.tsv
Amino_oxidase	PF01593.24	452	NCCJJFJJ_00026	-	474	3.2e-32	112.4	0.0	1	1	6.9e-35	6.5e-32	111.4	0.0	1	452	17	444	17	444	0.77	CP021109_2323336-2342470.tsv
Haem_degrading	PF03928.14	119	NCCJJFJJ_00027	-	162	2.2e-32	111.6	2.1	1	1	3.1e-36	2.8e-32	111.3	2.1	1	118	35	157	35	158	0.94	CP021109_2323336-2342470.tsv
GATA	PF00320.27	36	NCCJJFJJ_00029	-	41	0.091	12.4	2.8	1	2	2.3e-05	0.41	10.3	0.2	19	28	2	11	1	13	0.85	CP021109_2323336-2342470.tsv
Abhydrolase_6	PF12697.7	220	NCCJJFJJ_00030	-	267	6e-16	59.7	2.4	1	1	1.5e-19	6.900000000000002e-16	59.5	2.4	3	220	21	257	19	258	0.64	CP021109_2323336-2342470.tsv
HATPase_c	PF02518.26	112	NCCJJFJJ_00031	-	557	1.3e-17	64.3	0.0	1	1	1.3999999999999995e-20	2.3e-17	63.5	0.0	2	110	290	409	289	411	0.87	CP021109_2323336-2342470.tsv
MFS_1	PF07690.16	353	NCCJJFJJ_00032	-	524	1.3999999999999999e-18	67.0	39.9	1	2	1.5e-22	1.3999999999999999e-18	67.0	39.9	20	353	43	382	25	382	0.81	CP021109_2323336-2342470.tsv
SLATT_4	PF18186.1	165	NCCJJFJJ_00034	-	193	2.7e-61	206.0	0.1	1	1	1.1999999999999995e-64	3.0999999999999996e-61	205.8	0.1	1	165	13	176	13	176	0.99	CP021109_2323336-2342470.tsv
SMODS	PF18144.1	164	NCCJJFJJ_00035	-	292	8.599999999999999e-48	162.6	0.0	1	1	1.2999999999999993e-51	1.0999999999999999e-47	162.2	0.0	1	164	1	166	1	166	0.99	CP021109_2323336-2342470.tsv
DUF2726	PF10881.8	127	NCCJJFJJ_00036	-	884	3.1e-13	49.7	2.3	1	3	0.095	850.0	-0.2	0.0	94	117	50	73	36	81	0.8	CP021109_2323336-2342470.tsv
ABC_tran_CTD	PF16326.5	69	NCCJJFJJ_00037	-	74	0.0035	17.6	4.1	1	1	6.5e-07	0.0039	17.4	4.1	16	60	11	54	2	57	0.84	CP021109_2323336-2342470.tsv
Phage_integrase	PF00589.22	172	NCCJJFJJ_00039	-	373	4e-13	49.5	0.0	1	2	0.38	3400.0	-2.3	0.0	102	122	119	139	75	160	0.61	CP021109_2323336-2342470.tsv
BstA	-	285	NCCJJFJJ_00040	-	330	5.299999999999998e-104	347.2	0.0	1	1	3.4999999999999976e-108	6.299999999999997e-104	347.0	0.0	1	284	30	315	30	316	0.97	CP021109_2323336-2342470.tsv
HTH_20	PF12840.7	61	NCCJJFJJ_00041	-	119	0.00048	20.1	0.3	1	1	4.5e-08	0.00081	19.4	0.3	5	36	16	54	10	65	0.8	CP021109_2323336-2342470.tsv
AAA_22	PF13401.6	137	NCCJJFJJ_00043	-	327	1.3e-07	32.0	0.0	1	1	4.9e-11	2.9e-07	30.8	0.0	5	133	42	179	38	182	0.76	CP021109_2323336-2342470.tsv
TAL_effector	PF03377.13	33	NCCJJFJJ_00044	-	678	0.0008900000000000002	19.5	0.3	1	1	1.1e-07	0.002	18.4	0.3	2	19	118	135	117	139	0.91	CP021109_2323336-2342470.tsv
HTH_20	PF12840.7	61	NCCJJFJJ_00046	-	113	6.8e-13	48.5	1.5	1	1	9.2e-16	1e-12	47.9	1.5	4	61	10	69	8	69	0.96	CP021109_2323336-2342470.tsv
LMWPc	PF01451.21	142	NCCJJFJJ_00047	-	164	7.099999999999998e-18	65.4	0.0	1	1	4.7e-22	8.4e-18	65.1	0.0	2	138	9	138	8	142	0.83	CP021109_2323336-2342470.tsv
FMN_red	PF03358.15	155	NCCJJFJJ_00048	-	238	5e-30	104.3	0.0	1	1	1.4999999999999999e-33	6.7e-30	103.9	0.0	1	155	32	177	32	177	0.96	CP021109_2323336-2342470.tsv
AHSA1	PF08327.11	125	NCCJJFJJ_00050	-	150	6.3e-26	91.0	0.1	1	1	8e-30	7.2e-26	90.9	0.1	2	125	14	138	13	138	0.93	CP021109_2323336-2342470.tsv
HTH_20	PF12840.7	61	NCCJJFJJ_00051	-	111	3.7e-17	62.1	1.8	1	2	2.3e-20	3.7e-17	62.1	1.8	2	61	10	69	9	69	0.97	CP021109_2323336-2342470.tsv
HpcH_HpaI	PF03328.14	221	NCCJJFJJ_00053	-	288	9.199999999999997e-40	136.1	4.9	1	2	8.5e-43	7.6e-39	133.1	1.6	1	221	23	229	23	229	0.92	CP021109_2323336-2342470.tsv
CoA_transf_3	PF02515.17	368	NCCJJFJJ_00054	-	398	1.9999999999999997e-108	362.8	0.0	1	1	1.1999999999999996e-112	2.199999999999999e-108	362.7	0.0	1	368	10	375	10	375	0.97	CP021109_2323336-2342470.tsv
MaoC_dehydrat_N	PF13452.6	132	NCCJJFJJ_00055	-	276	5.3e-08	33.1	0.0	1	2	6.7e-11	1.2e-06	28.7	0.0	72	127	78	133	47	138	0.9	CP021109_2323336-2342470.tsv
ECH_1	PF00378.20	251	NCCJJFJJ_00056	-	263	3.2e-64	216.6	0.0	1	1	3.9999999999999994e-68	3.6e-64	216.5	0.0	3	250	11	262	9	263	0.96	CP021109_2323336-2342470.tsv
Acyl-CoA_dh_1	PF00441.24	150	NCCJJFJJ_00057	-	366	1.1999999999999997e-23	84.0	11.2	1	2	1.2	7200.0	-2.9	0.2	26	45	16	35	11	40	0.78	CP021109_2323336-2342470.tsv
Acyl-CoA_dh_1	PF00441.24	150	NCCJJFJJ_00058	-	331	1.4999999999999996e-24	86.9	0.4	1	1	4.7999999999999995e-28	2.2e-24	86.4	0.4	1	149	164	328	164	329	0.91	CP021109_2323336-2342470.tsv
P22_Tail-4	PF11650.8	164	GFOMEMDD_00001	-	166	2.2999999999999988e-83	278.0	0.1	1	1	1.6e-87	2.7999999999999997e-83	277.8	0.1	1	163	1	160	1	161	0.99	CP025246_3435235-3436158.tsv
P22_CoatProtein	PF11651.8	417	GFOMEMDD_00003	-	430	6.499999999999995e-153	509.2	3.3	1	1	1.1999999999999992e-156	7.299999999999996e-153	509.1	3.3	1	417	1	427	1	427	0.99	CP025246_3435235-3436158.tsv
Phage-scaffold	PF09306.10	303	GFOMEMDD_00004	-	303	2.499999999999998e-198	657.6	13.5	1	1	1.4999999999999982e-202	2.7999999999999973e-198	657.5	13.5	1	303	1	302	1	302	1.0	CP025246_3435235-3436158.tsv
P22_portal	PF16510.5	668	GFOMEMDD_00005	-	725	0.0	1264.0	14.9	1	1	0.0	0.0	1263.8	14.9	1	668	14	681	14	681	1.0	CP025246_3435235-3436158.tsv
Terminase_6	PF03237.15	215	GFOMEMDD_00006	-	499	6.4e-61	205.7	0.0	1	1	9.999999999999996e-65	9e-61	205.3	0.0	1	215	57	303	57	303	0.99	CP025246_3435235-3436158.tsv
GP3_package	PF16677.5	113	GFOMEMDD_00007	-	162	1.6e-37	128.1	0.0	1	1	1.0999999999999999e-41	2e-37	127.8	0.0	1	113	17	133	17	133	0.97	CP025246_3435235-3436158.tsv
Dexa_ind	PF15198.6	90	GFOMEMDD_00009	-	129	0.059	13.5	0.0	1	2	0.00037	2.2	8.4	0.0	48	75	21	48	11	59	0.82	CP025246_3435235-3436158.tsv
DUF2560	PF10834.8	72	GFOMEMDD_00010	-	80	5.1e-23	81.1	3.1	1	1	3.2e-27	5.799999999999999e-23	80.9	3.1	1	72	5	76	5	76	0.98	CP025246_3435235-3436158.tsv
KilA-N	PF04383.13	112	GFOMEMDD_00011	-	176	7.5e-16	58.0	0.0	1	1	6.8e-20	1.2e-15	57.3	0.0	7	109	10	113	5	116	0.92	CP025246_3435235-3436158.tsv
Phage_lysis	PF03245.13	126	GFOMEMDD_00012	-	194	4.8e-29	101.0	1.9	1	1	2.6e-32	5.9e-29	100.8	1.9	2	126	69	193	68	193	0.95	CP025246_3435235-3436158.tsv
Phage_lysozyme	PF00959.19	109	GFOMEMDD_00013	-	167	9.1e-32	109.8	0.2	1	1	6.4e-36	1.1e-31	109.4	0.2	1	108	50	156	50	157	0.99	CP025246_3435235-3436158.tsv
Phage_holin_2_3	PF16080.5	56	GFOMEMDD_00014	-	67	3.4e-20	71.6	0.1	1	1	1.4000000000000002e-23	4e-20	71.3	0.1	2	50	6	54	5	58	0.92	CP025246_3435235-3436158.tsv
Antiterm	PF03589.13	87	GFOMEMDD_00017	-	207	4.799999999999999e-54	180.6	2.7	1	2	2.4999999999999997e-32	1.1e-28	99.4	1.2	1	87	23	111	23	111	0.99	CP025246_3435235-3436158.tsv
Phage_NinH	PF06322.11	60	GFOMEMDD_00018	-	62	1.2e-29	101.9	0.4	1	1	2.2e-33	1.3e-29	101.8	0.4	1	60	1	60	1	60	0.99	CP025246_3435235-3436158.tsv
RusA	PF05866.11	124	GFOMEMDD_00019	-	120	1.6e-17	64.2	0.1	1	1	1.1e-21	2e-17	63.9	0.1	1	123	9	114	9	115	0.88	CP025246_3435235-3436158.tsv
DUF1364	PF07102.12	92	GFOMEMDD_00020	-	96	1.6e-43	146.5	0.5	1	1	9.8e-48	1.8e-43	146.3	0.5	2	91	3	92	2	93	0.98	CP025246_3435235-3436158.tsv
Spike_NTD	PF16451.5	273	GFOMEMDD_00021	-	130	0.051	12.9	1.0	1	1	8.2e-06	0.049	13.0	1.0	156	231	24	97	1	126	0.77	CP025246_3435235-3436158.tsv
NinF	PF05810.12	58	GFOMEMDD_00022	-	59	1.9999999999999998e-32	110.8	6.2	1	1	7.4e-36	2.2e-32	110.7	6.2	1	58	1	57	1	57	0.99	CP025246_3435235-3436158.tsv
TMF_DNA_bd	PF12329.8	74	GFOMEMDD_00023	-	133	0.00055	19.9	3.1	1	1	7e-07	0.00079	19.4	3.1	27	74	70	117	67	117	0.94	CP025246_3435235-3436158.tsv
NinB	PF05772.12	131	GFOMEMDD_00025	-	148	3.3e-50	169.3	0.2	1	1	4.2e-54	3.7999999999999994e-50	169.1	0.2	1	131	1	131	1	131	0.99	CP025246_3435235-3436158.tsv
Rrf2	PF02082.20	83	GFOMEMDD_00028	-	66	0.05	14.0	0.1	1	1	6.3e-06	0.057	13.8	0.1	41	62	38	59	10	61	0.88	CP025246_3435235-3436158.tsv
DnaB_C	PF03796.15	255	GFOMEMDD_00030	-	478	2e-60	204.3	0.0	1	2	0.94	3400.0	-2.9	0.1	53	95	105	126	82	155	0.38	CP025246_3435235-3436158.tsv
DUF2740	PF10872.8	48	GFOMEMDD_00032	-	48	2.8999999999999994e-38	129.5	4.2	1	1	1.8e-42	3.2e-38	129.4	4.2	1	48	1	48	1	48	1.0	CP025246_3435235-3436158.tsv
Phage_CII	PF05269.11	91	GFOMEMDD_00033	-	93	7e-30	103.1	0.1	1	1	3.3e-33	7.499999999999998e-30	103.0	0.1	3	91	4	92	1	92	0.96	CP025246_3435235-3436158.tsv
YdaS_antitoxin	PF15943.5	65	GFOMEMDD_00034	-	71	1.3e-23	82.6	0.2	1	1	9e-27	1.5e-23	82.4	0.2	1	60	6	64	6	68	0.97	CP025246_3435235-3436158.tsv
Peptidase_S24	PF00717.23	70	GFOMEMDD_00035	-	229	4.1e-11	42.7	0.1	1	1	3.5e-14	6.3e-11	42.1	0.1	2	63	138	201	137	207	0.88	CP025246_3435235-3436158.tsv
BstA	-	285	GFOMEMDD_00036	-	307	1.2999999999999991e-127	424.7	0.0	1	1	8.299999999999995e-132	1.499999999999999e-127	424.5	0.0	1	284	12	295	12	296	0.99	CP025246_3435235-3436158.tsv
Ral	PF11058.8	66	GFOMEMDD_00039	-	64	6.3e-44	147.4	5.1	1	1	3.7999999999999994e-48	6.7e-44	147.3	5.1	1	65	1	63	1	64	0.98	CP025246_3435235-3436158.tsv
GP17	PF17420.2	98	GFOMEMDD_00041	-	104	2.5e-56	187.9	2.3	1	1	1.6e-60	2.799999999999999e-56	187.7	2.3	1	98	1	98	1	98	0.99	CP025246_3435235-3436158.tsv
